Class,Identifiers,Address,Type,Initial Value,Comment
VAR,s3_exeLightOn,D10047,WORD,0
VAR,s4_mode,D10048,WORD,2,"shelf_x mode auto-1, semi-2, manual-3"
VAR,s4_autoWaterOn,D10049.0,BOOL,FALSE
VAR,s4_autoLightOn,D10050.0,BOOL,FALSE
VAR,s4_autoLightIntensity,D10051,WORD,0
VAR,s4_semiPVOn,D10052.0,BOOL,0
VAR,s4_semiLightOn,D10053.0,BOOL,0
VAR,s4_manuLightOn,D10054.0,BOOL,0
VAR,s4_manuLightIntensity,D10055,WORD,0
VAR,s4_manuPVPos,D10056,WORD,0
VAR,s4_exePVPos,D10057,WORD,0
VAR,s4_exeLightIntensity,D10058,WORD,0
VAR,s4_exeLightOn,D10059,WORD,0
VAR,s5_mode,D10060,WORD,2,"shelf_x mode auto-1, semi-2, manual-3"
VAR,s5_autoWaterOn,D10061.0,BOOL,FALSE
VAR,s5_autoLightOn,D10062.0,BOOL,FALSE
VAR,s5_autoLightIntensity,D10063,WORD,0
VAR,s5_semiPVOn,D10064.0,BOOL,0
VAR,s5_semiLightOn,D10065.0,BOOL,0
VAR,s5_manuLightOn,D10066.0,BOOL,0
VAR,s5_manuLightIntensity,D10067,WORD,0
VAR,s5_manuPVPos,D10068,WORD,0
VAR,s5_exePVPos,D10069,WORD,0
VAR,s5_exeLightIntensity,D10070,WORD,0
VAR,s5_exeLightOn,D10071,WORD,0
VAR,s6_mode,D10072,WORD,2,"shelf_x mode auto-1, semi-2, manual-3"
VAR,s6_autoWaterOn,D10073.0,BOOL,FALSE
VAR,s6_autoLightOn,D10074.0,BOOL,FALSE
VAR,s6_autoLightIntensity,D10075,WORD,0
VAR,s6_semiPVOn,D10076.0,BOOL,0
VAR,s6_semiLightOn,D10077.0,BOOL,0
VAR,s6_manuLightOn,D10078.0,BOOL,0
VAR,s6_manuLightIntensity,D10079,WORD,0
VAR,s6_manuPVPos,D10080,WORD,0
VAR,s6_exePVPos,D10081,WORD,0
VAR,s6_exeLightIntensity,D10082,WORD,0
VAR,s6_exeLightOn,D10083,WORD,0
VAR,s7_mode,D10084,WORD,2,"shelf_x mode auto-1, semi-2, manual-3"
VAR,s7_autoWaterOn,D10085.0,BOOL,FALSE
VAR,s7_autoLightOn,D10086.0,BOOL,FALSE
VAR,s7_autoLightIntensity,D10087,WORD,0
VAR,s7_semiPVOn,D10088.0,BOOL,0
VAR,s7_semiLightOn,D10089.0,BOOL,0
VAR,s7_manuLightOn,D10090.0,BOOL,0
VAR,s7_manuLightIntensity,D10091,WORD,0
VAR,s7_manuPVPos,D10092,WORD,0
VAR,s7_exePVPos,D10093,WORD,0
VAR,s7_exeLightIntensity,D10094,WORD,0
VAR,s7_exeLightOn,D10095,WORD,0
VAR,s8_mode,D10096,WORD,2,"shelf_x mode auto-1, semi-2, manual-3"
VAR,s8_autoWaterOn,D10097.0,BOOL,FALSE
VAR,s8_autoLightOn,D10098.0,BOOL,FALSE
VAR,s8_autoLightIntensity,D10099,WORD,0
VAR,s8_semiPVOn,D10100.0,BOOL,0
VAR,s8_semiLightOn,D10101.0,BOOL,0
VAR,s8_manuLightOn,D10102.0,BOOL,0
VAR,s8_manuLightIntensity,D10103,WORD,0
VAR,s8_manuPVPos,D10104,WORD,0
VAR,s8_exePVPos,D10105,WORD,0
VAR,s8_exeLightIntensity,D10106,WORD,0
VAR,s8_exeLightOn,D10107,WORD,0
VAR,s9_mode,D10108,WORD,2,"shelf_x mode auto-1, semi-2, manual-3"
VAR,s9_autoWaterOn,D10109.0,BOOL,FALSE
VAR,s9_autoLightOn,D10110.0,BOOL,FALSE
VAR,s9_autoLightIntensity,D10111,WORD,0
VAR,s9_semiPVOn,D10112.0,BOOL,0
VAR,s9_semiLightOn,D10113.0,BOOL,0
VAR,s9_manuLightOn,D10114.0,BOOL,0
VAR,s9_manuLightIntensity,D10115,WORD,0
VAR,s9_manuPVPos,D10116,WORD,0
VAR,s9_exePVPos,D10117,WORD,0
VAR,s9_exeLightIntensity,D10118,WORD,0
VAR,s9_exeLightOn,D10119,WORD,0
VAR,snsr_s0_wPres0_value,D12001,WORD,0
VAR,snsr_s0_wPres0_state,D12002,WORD,0
VAR,snsr_s0_wPres0_err_u,D12003,WORD,0
VAR,snsr_s0_wPres0_warn_u,D12004,WORD,0
VAR,snsr_s0_wPres0_warn_l,D12005,WORD,0
VAR,snsr_s0_wPres0_err_l,D12006,WORD,0
VAR,snsr_s0_wPres1_value,D12007,WORD,0
VAR,snsr_s0_wPres1_state,D12008,WORD,0
VAR,snsr_s0_wPres1_err_u,D12009,WORD,0
VAR,snsr_s0_wPres1_warn_u,D12010,WORD,0
VAR,snsr_s0_wPres1_warn_l,D12011,WORD,0
VAR,snsr_s0_wPres1_err_l,D12012,WORD,0
VAR,snsr_s0_wPres2_value,D12013,WORD,0
VAR,snsr_s0_wPres2_state,D12014,WORD,0
VAR,snsr_s0_wPres2_err_u,D12015,WORD,0
VAR,snsr_s0_wPres2_warn_u,D12016,WORD,0
VAR,snsr_s0_wPres2_warn_l,D12017,WORD,0
VAR,snsr_s0_wPres2_err_l,D12018,WORD,0
VAR,snsr_s0_wTemp0_value,D12019,WORD,0
VAR,snsr_s0_wTemp0_state,D12020,WORD,0
VAR,snsr_s0_wTemp0_err_u,D12021,WORD,0
VAR,snsr_s0_wTemp0_warn_u,D12022,WORD,0
VAR,snsr_s0_wTemp0_warn_l,D12023,WORD,0
VAR,snsr_s0_wTemp0_err_l,D12024,WORD,0
